animal_id,source_record_hash,dog_name,age_summary,weight_summary,breed_or_description,sex,shelter_name,location_detail,adoption_url,backstory_summary,important_facts_jsonb,risk_flags_jsonb,unknowns_jsonb,strengths_jsonb,challenges_jsonb,ideal_home_jsonb,management_notes_jsonb,other_animals_notes,people_notes,containment_notes,medical_notes,adoption_process_notes,evidence_jsonb,schema_version,extraction_model,extraction_params_jsonb,created_at,updated_at,intro_summary,age_bucket,weight_class,altered_status,info_refreshed_at
PACC-A896009,d45658b12eb27082374b5778a5b68dba6b9a4fca993136020285b9f53b32f3c0,Roscoe,5 yr,83 lbs,Pit Bull Terrier Mix,Male,Pima Animal Care Center,Kennel D221,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A896009,"Roscoe came to PACC from a home with quite a few other dogs, passing through PACC’s Animal Restoration Kennel facility (ARK).","[""Neutered male"",""Pit Bull Terrier mix"",""Approximately 83 lbs"",""About 5 years old"",""At the shelter since Mar 24, 2026""]",[],[],"[""Friendly"",""Carefree"",""Enjoys meeting new people"",""Happy demeanor"",""Likes to run and play""]",[],"[""Would like to meet resident dogs before adoption""]",[],Roscoe shares his kennel with another dog and would like to meet any resident dogs before heading home.,Roscoe is friendly and enjoys meeting new people.,N/A,N/A,Visit during regular business hours or email pacc.adopt@pima.gov for questions regarding the adoption process.,"[""I am a neutered male, black and white Pit Bull Terrier mix."",""Roscoe is a handsome, happy meatball."",""He’s a friendly, carefree kind of guy who always has a big old grin on his face and loves to meet new people."",""Roscoe shares his kennel with another PACC pup and would like to meet any resident dogs before heading home.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-08 23:02:15.399472+00,2026-06-15 16:31:07.015145+00,"Roscoe is a friendly, carefree black and white Pit Bull Terrier mix. He came to PACC from a home with other dogs and is ready to meet new people. Roscoe enjoys running around and jumping in and out of the pool. He shares his kennel with another dog and would like to meet any resident dogs before heading home. This happy meatball is looking for a loving home!",Adult (3-7yrs),Large (60+),Neutered,2026-06-15 10:05:33.651139+00
MP-009757,0762332b7dc5976e3b613a5570031cadf308164afd74c027fba3e9202e4f75c4,Milo,"1 yr, 3 mo",42 lbs,Unknown,Male,Muddy Paws Rescue,NYC,https://www.muddypawsrescue.org/adoptable?dog=009757,Milo is available for adoption through Muddy Paws Rescue.,"[""Milo is microchipped and up to date on all age-appropriate medical care."",""Milo is fully grown at 42 pounds.""]",[],"[""Breed is unknown as a DNA test has not been done.""]","[""Sweet and energetic"",""Playful"",""Loving"",""Eager to please""]",[],"[""Looking for a patient and loving home.""]",[],null,null,null,null,"If you're interested in adopting, begin the registration process at www.muddypawsrescue.org.","[""Milo is a sweet, energetic and playful boy who is loving, eager to please and looking for a patient and loving home."",""Milo is approximately 1y 3m 29d old and is fully grown at 42 pounds."",""They are microchipped and up to date on all age-appropriate medical care."",""Their breed is unknown as we have not had a DNA test done.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-08 23:02:24.765461+00,2026-06-15 16:31:15.735763+00,"Milo is a sweet, energetic and playful boy who is loving and eager to please. He is looking for a patient and loving home. Milo is fully grown at 42 pounds and is microchipped and up to date on all age-appropriate medical care. His breed is unknown as a DNA test has not been done. He is available for adoption through Muddy Paws Rescue.",Young (1-3yrs),Medium (25-60lbs),Neutered,2026-06-15 12:01:39.924578+00
NYCACC-175474,1a2aeb1a7e991cf51baa3b03a7f7e1705a882bc23e7b3ff7274a2f5af36970c5,Brock,8 yr,103 lbs,Pit Bull,Male,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/175474,"Brock was brought to the shelter and is currently in foster care. He has been in care for 424 days as of June 14, 2026.","[""8 years old"",""Male"",""Currently in foster care"",""Weight: 103 lbs"",""Pit Bull breed""]","[""Does not always like to share food, toys, or bedding with other animals"",""Prefers a home without very tiny humans""]","[""Altered status is unknown""]","[""Low energy and laid-back"",""Good leash manners"",""Loves cuddling and napping"",""Food-motivated with good table manners"",""Knows commands like sit, stay, and lay down""]","[""Has medical needs that staff will address""]","[""Home without very tiny humans"",""Possibly open to older children after meeting them""]","[""Supervised introductions with other animals recommended""]","Brock does not always like to share his food, toys, or bedding with other animals.",Brock would do best in a home without very tiny humans but may be open to older children once he meets them.,N/A,Brock has medical needs that staff will address with you when you meet him.,Brock's adoption fee has been reduced due to his long stay.,"[""8-year-old pitty"",""I don't always like to share my food, toys or bedding with other animals"",""I could be open to older human children once I meet them"",""This sweet 8-year-old pitty is a certified cuddle pro"",""Brock has great leash manners""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 20:32:54.121387+00,2026-06-15 04:32:19.933581+00,"Brock is an 8-year-old male pit bull currently in foster care. He is a low-energy dog who enjoys cuddling and napping by your side. Brock has good leash manners and loves long walks, making him a great companion for leisurely outings. He is food-motivated and has a gentle demeanor, but he prefers not to share his food or toys with other animals. Brock would thrive in a home without very small children, though he may be open to older kids after meeting them.",Senior (8+yrs),Large (60+lbs),N/A,2026-06-14 14:59:30.95034+00
MP-009814,e589c008f388575eca3553f492adaeab26824ba76dd91dc2ad47ecb7f2d7d5a1,Halo,3 yr,66 lbs,Unknown,Male,Muddy Paws Rescue,NYC,https://www.muddypawsrescue.org/adoptable?dog=009814,Halo is available for adoption through Muddy Paws Rescue. He is microchipped and up to date on all age-appropriate medical care.,"[""Halo is 3 years old."",""Halo weighs 66 pounds."",""Halo is microchipped."",""Halo is up to date on all age-appropriate medical care."",""Halo is neutered.""]",[],"[""Halo's breed is unknown as a DNA test has not been done.""]","[""Extremely affectionate"",""House-trained"",""Crate-trained"",""Friendly to all people""]","[""Timid and shy while out on walks""]","[""A home where he can cuddle and spend time with his owner"",""A calm environment to help with his shyness""]","[""Halo may need a harness for walks.""]",null,Halo is friendly to every single person he meets.,Halo is fine napping next to you or in the crate.,Halo is up to date on all age-appropriate medical care.,"If you're interested in adopting, begin the registration process at www.muddypawsrescue.org.","[""Halo is an extremely affectionate boy who just wants to snuggle with you all day if possible."",""He is both house-trained and crate-trained!"",""Halo is more timid and shy while out on walks, especially in new environments, but he is friendly to every single person he meets."",""Halo is approximately 3y 2m 16d old and is fully grown at 66 pounds."",""They are microchipped and up to date on all age-appropriate medical care.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-08 23:03:05.009997+00,2026-06-15 16:31:37.252095+00,"Halo is an extremely affectionate boy who just wants to snuggle with you all day if possible. He enjoys playing tug-of-war and chewing on a bone once or twice a day. Halo is more timid and shy while out on walks, especially in new environments, but he is friendly to every single person he meets. He is both house-trained and crate-trained, making him a great companion for those who enjoy cuddling. Halo is available for adoption through Muddy Paws Rescue.",Young (1-3yrs),Large (60+lbs),Neutered,2026-06-15 12:01:39.924578+00
NYCACC-247681,adc96fcc23bd40a1ce83add5a90828bf317e7fc3deab5eff75a4a689e375f52f,Spot,2 yr,56 lbs,Unknown,Male,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/247681,"Spot was taken in by the shelter and is currently in a foster home. He has been in care since February 15, 2026.","[""Adoption fee sponsored by a donor"",""Loves pets and belly rubs"",""Treat-motivated"",""Enjoys playing with enrichment toys""]","[""Separation anxiety""]",[],"[""Sweet and mellow"",""Forms strong bonds with humans"",""Gentle and affectionate with new people"",""Curious and observant""]","[""Separation anxiety""]","[""Home with loving companionship"",""Room for play and exploration""]",[],Gets excited to see other dogs but shows no aggression.,"Incredibly gentle and affectionate with new people, enjoys giving kisses.",N/A,N/A,N/A,"[""Spot is looking for his perfect forever home"",""He loves pets and cannot get enough of belly rubs"",""Spot gets excited when he sees other dogs"",""He does experience a bit of separation anxiety""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 22:09:47.444229+00,2026-06-15 08:32:24.818944+00,"Spot is a sweet and mellow 2-year-old male dog looking for his forever home. He loves pets and belly rubs, and enjoys being close to his people. Spot is treat-motivated and enjoys playing with enrichment toys. He gets excited to see other dogs and is gentle with new people, often returning affection with kisses. Spot does experience some separation anxiety but is a loving companion who thrives on companionship.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-14 22:51:43.823004+00
NYCACC-248418,54073fd7470e22dc5f332836afdaeb036b30f46d2f1cb0e46c15839c1d2a20b5,Truffle,2 yr,54 lbs,Unknown,Male,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/248418,"Truffle was brought to the shelter and is currently in foster care since February 26, 2026.","[""Adoption fee has been reduced due to long stay."",""Truffle is a loving and happy dog."",""He is great in his crate during the day."",""He enjoys playing tug-of-war and fetch.""]",[],[],"[""Loves attention and belly rubs."",""Great family dog."",""Can be a perfect work from home companion.""]","[""Needs structure and consistency.""]","[""Best in a home with outdoor space."",""Would do well with an active lifestyle.""]","[""Positive reinforcement and training will help him thrive.""]",Gets excited when seeing other dogs but can be redirected.,Amazing with all humans and loves to give kisses.,Needs outdoor space for exercise.,N/A,N/A,"[""Truffle is the happiest and most loving dog!"",""He loves to give kisses, enjoys belly scratches."",""He gets very excited when heading for a walk.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 22:11:03.058178+00,2026-06-15 08:33:22.551354+00,null,Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-15 02:05:21.474659+00
NYCACC-251679,c63f76fefd9500f9b12e9fac73f4b146c6c916d76c3b4f1181f9cd9ef7f93d48,Companion,5 yr,51 lbs,Unknown,Male,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/251679,Companion was found wandering loose on the street and is now in foster care looking for a home.,"[""Calm and independent"",""Takes time to warm up"",""Gentle and easygoing presence"",""Best in an experienced adult-only home""]","[""On-leash reactivity to other dogs""]",[],"[""Accepts handling"",""Walks politely without pulling""]","[""Can become stiff, vocal, and tense when seeing other dogs""]","[""Needs a calm and structured environment"",""Requires slow, controlled introductions to other dogs""]","[""Needs guidance and distance to feel comfortable around other dogs""]","Can become stiff, vocal, and tense when seeing other dogs on walks; requires careful management.",Not recommended for young children due to on-leash reactivity and need for a calm environment.,N/A,N/A,N/A,"[""Calm, independent boy"",""Not recommended for young children due to on-leash reactivity"",""Companion can become stiff, vocal, and tense when seeing other dogs""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 07:37:36.050738+00,2026-06-15 05:00:29.212445+00,"Companion is a calm, independent male dog looking for a steady, understanding home. He takes time to warm up but has a gentle, easygoing presence once comfortable. Companion is best suited for an experienced adult-only home that can provide structure and patience, especially around outdoor distractions. He may become reactive to other dogs and requires careful management in shared spaces. With time and consistent routines, he has the potential to become a loyal companion.",Adult (3-7yrs),Medium (25-60lbs),N/A,2026-06-13 22:46:23.667515+00
PACC-A893696,bcf290d04388049ceaa69f350540cbc253bd5621399a1d68dccb0dec42f905cb,Sarnoff,4 yr,66 lbs,German Shepherd Dog Mix,Male,Pima Animal Care Center,Kennel D138,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A893696,"Sarnoff has been at the shelter since February 23, 2026.","[""Neutered male"",""Red German Shepherd Dog mix"",""Ready for adoption"",""In kennel D138""]",[],"[""Possible need for surgery in the future""]","[""Affectionate"",""Eager to play"",""Tolerant with other dogs""]","[""Has a leg injury""]","[""A home that can provide love and care"",""A family that enjoys playtime""]","[""Needs monitoring for leg injury"",""PACC will cover surgery costs""]",Sarnoff shares his kennel with another dog and has been tolerant and easygoing when meeting other dogs in playgroup.,Sarnoff is very affectionate and eager to interact with people.,N/A,Sarnoff has a leg injury and would love to find a foster or pre-adoptive home for monitoring.,Visit during regular business hours or email pacc.adopt@pima.gov for questions regarding the adoption process.,"[""I am a neutered male, red German Shepherd Dog mix."",""I have been at the shelter since Feb 23, 2026 and am ready to go home today!"",""Sarnoff shares his kennel with another PACC pup and has been tolerant and easygoing when meeting other dogs in playgroup."",""He has a leg injury and would love to find himself a foster or pre-adoptive home.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-08 23:31:48.793118+00,2026-06-13 09:01:58.824311+00,"Sarnoff is a neutered male red German Shepherd Dog mix. He has been at the shelter since February 23, 2026, and is ready for adoption. Sarnoff is known for his affectionate nature and his non-stop wiggle butt. He shares his kennel with another dog and has been tolerant during playgroup. Sarnoff has a leg injury and is looking for a foster or pre-adoptive home where he can be monitored for future surgery.",Adult (3-7yrs),Large (60+),Neutered,2026-06-13 07:54:34.913123+00
PACC-A826520,76f6cef1ac0042cb4098142b57bd14f7ed85d5a9f682c0231690b5a301a6394f,Geraldine,10 yr,61 lbs,Pit Bull Terrier Mix,Female,Pima Animal Care Center,Kennel D066,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A826520,Geraldine was adopted several years ago but has returned to the shelter. She is now looking for a new home.,"[""10 years old"",""Spayed female"",""Pit Bull Terrier mix"",""Weighs 60.8 lbs"",""At shelter since May 10, 2026""]",[],[],"[""Affectionate"",""Friendly"",""Easy to handle"",""Good with other dogs that match her energy""]",[],"[""A family that can spend plenty of time with her"",""A home filled with softness, tenderness, and kindness""]",[],Geraldine gets along with other dogs as long as they match her quiet and mellow energy.,Geraldine is friendly and quick to make friends with people.,N/A,N/A,Visit during regular business hours or email pacc.adopt@pima.gov for adoption questions.,"[""I am about 10 years old"",""I weigh approximately 60.80 lbs."",""I have been at the shelter since May 10, 2026"",""I am a spayed female, red and white Pit Bull Terrier mix"",""Both of these sweet seniors are friendly and quick to make friends""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-09 00:31:04.746026+00,2026-06-15 05:01:52.906652+00,"Geraldine is a 10-year-old spayed female Pit Bull Terrier mix weighing about 60.8 lbs. She has been at the shelter since May 10, 2026, and is ready for adoption. Geraldine is known for her affectionate nature and enjoys being with people. She is friendly, easy to handle, and gets along well with other dogs that match her mellow energy. Geraldine is looking for a loving home where she can spend her retirement years with companionship and care.",Senior (8+yrs),Large (60+lbs),Spayed,2026-06-14 19:06:40.107702+00
NYCACC-254426,a88bef5c45d51af08c0f9820ca2b2299409d6db8147252367a4e26c9deafecff,Jimmy,3 yr,48 lbs,Unknown,Male,Animal Care Centers of NYC,"Queens, Room: 118 - Dog Adoptions B",https://nycacc.app/#/browse/254426,Jimmy was found stray and brought to a police precinct before being transferred to the shelter. He has been social at the shelter with people.,"[""Jimmy is a male dog."",""He is 3 years old."",""He weighs 48.4 lbs."",""He is located in Queens, Room 118 - Dog Adoptions B.""]","[""May need guidance on sharing food, toys, or bedding with other animals."",""Observed potential for guarding high-value items.""]",[],"[""Excitable and energetic."",""Social with people."",""Enjoys playing with toys.""]","[""Needs training and patience from adopters.""]","[""Best in a home with only adult humans.""]",[],"Jimmy does not always like to share his food, toys, or bedding with other animals.",Jimmy has been social at the shelter with people and was reported to be friendly when found stray.,N/A,N/A,N/A,"[""My history is a mystery and my friends here do not know much about me yet!"",""I need a patient person who has the time to work on training with me."",""I would do best in a home with only adult humans."",""He has some observed potential for guarding high-value items.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 07:44:04.736008+00,2026-06-15 05:00:38.768882+00,"Jimmy is a handsome male dog currently available for adoption at Queens ACC. He was found stray and is described as excitable and energetic, needing a patient owner to help with training. Jimmy enjoys playing with toys and has a playful personality, but he may need guidance on sharing food and toys with other animals. He is social with people and has shown some guarding potential with high-value items.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-14 07:10:19.688533+00
NYCACC-252463,1ea00a5a6f1aa947b1fd9c800c44028b15d6823775ea932d7e178ae78ac7d214,Nina Bobina,4 yr,57 lbs,Unknown,Female,Animal Care Centers of NYC,"Queens, Room: 118 - Dog Adoptions B",https://nycacc.app/#/browse/252463,"Nina was surrendered when her owner could no longer care for her and is now looking for a calm, loving home where she can feel safe and settle in at her own pace.","[""Nina is a female dog."",""Nina weighs 57 lbs."",""Nina is 4 years old."",""Nina has shown neutral behavior around other dogs."",""Nina has been crate trained.""]","[""No children under 13 due to her fearfulness.""]","[""Altered status is unknown.""]","[""Nina enjoys being close to people."",""Nina is affectionate and gentle."",""Nina loves cuddles and peanut butter treats.""]","[""Nina experiences anxiety in new situations.""]","[""Calm, structured home recommended."",""Adult-only home is preferred.""]","[""Slow and controlled introductions to new environments are recommended.""]",Nina has shown neutral behavior around other dogs in the shelter setting.,"Nina is friendly and outgoing with visitors and strangers, but she may need time to adjust to new people.",Nina enjoys familiar routines like walks and crate time.,N/A,N/A,"[""Nina was surrendered when her owner could no longer care for her."",""Nina has some anxiety in new environments."",""Nina enjoys being close to people and leans into attention once she feels secure.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 07:39:14.273969+00,2026-06-15 08:32:38.856276+00,"Nina is a gentle, affectionate dog who enjoys being close to people and leans into attention once she feels secure. She has some anxiety in new environments and may need time to relax and adjust, but she responds well to calm handling and positive reinforcement. Nina enjoys familiar routines like walks, crate time, and enrichment activities, and she especially loves cuddles, peanut butter treats, and playtime like fetch. With patience and consistency, Nina's loving personality really begins to shine.",Adult (3-7yrs),Medium (25-60lbs),N/A,2026-06-13 22:46:41.270567+00
NYCACC-253505,ef0fdd867b6c0ee9132f6ddbcbd47840599264e1c8fcdfd8546c463a29e832ee,Beaver,1 yr,45 lbs,Unknown,Male,Animal Care Centers of NYC,"Manhattan, Room: Large Dog Adoptions",https://nycacc.app/#/browse/253505,Beaver was brought to the shelter on 2026-05-02 and has been in care for 43 days. He is at risk due to behavioral concerns stemming from shelter deterioration.,"[""Beaver is a male dog."",""He is 1 year old."",""He weighs 45 lbs."",""Beaver is located in Manhattan."",""He is at risk due to behavioral concerns.""]","[""Behavioral concerns due to shelter deterioration."",""Mouthing handlers' hands with pressure."",""Jumping up and mouthing while on walks.""]",[],"[""Social and affectionate with people."",""Enjoys daily walks."",""Takes treats gently when calm.""]","[""Can become very excited on walks."",""May pull on leash, especially when seeing other dogs.""]","[""An adopter committed to providing regular exercise."",""A home that can help him build focus and leash manners.""]","[""Positive reinforcement and guidance can help redirect his energy.""]",null,"Beaver is social and affectionate with people, seeking petting and leaning into contact.",He may pull on leash during walks.,Beaver is apparently healthy.,This pet needs emergency placement.,"[""Beaver is at risk due to behavioral concerns due to shelter deterioration."",""He enjoys daily walks, loves stopping to sniff around."",""Beaver has noted to bark and jump at the kennel door.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-12 20:02:01.021836+00,2026-06-15 20:31:15.218892+00,"Beaver is a 1-year-old male dog located in Manhattan. He is energetic and enthusiastic, always excited to explore during his daily walks. While he can become very excited and may pull on the leash, he is social and affectionate with people, often seeking petting and attention. Beaver is looking for an adopter who can provide regular exercise and continued training to help him build focus and leash manners.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-14 02:01:14.579284+00
WWLA-68560e11a17d4c1cff48bb86,c591443238ea1d6e56b5b1e875d423346823236cd3344da75d278cd9feb91135,Esmerelda,4 yr,59 lbs,Mixed Breed,Female,Wags & Walks LA,"Los Angeles, CA",https://www.wagsandwalks.org/available-dogs-la/p/esmerelda,Esmerelda came from an LA shelter almost a year ago and has been waiting for her perfect match since then.,"[""4 years old"",""59 lbs"",""Mixed Breed"",""Affectionate and playful"",""Fully potty-trained"",""Walks beautifully on a leash""]",[],[],"[""Loves to cuddle"",""Patient and respectful in the home"",""Incredibly polite when asking for pets"",""Can entertain herself for hours with toys""]","[""Can be hesitant when meeting new friends""]","[""Home with another large breed dog"",""Access to outdoor space"",""Experienced adopter""]","[""Needs routine and structure to thrive""]",Esmerelda would thrive in a home with another large breed dog.,Esmerelda can be hesitant when meeting new friends but becomes affectionate once comfortable.,Loves to roll around in the grass; would benefit from a yard.,N/A,Apply to adopt at Wags & Walks LA.,"[""\""This 4-year-old, 59-lb mixed-breed gal is looking for her forever home!\"""",""\""Esmerelda came to us from an LA shelter almost a year ago\"""",""\""She is fully potty-trained, walks beautifully on a leash\"""",""\""Esmerelda would absolutely thrive in a home with another large breed dog\""""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-09 07:22:26.57189+00,2026-06-15 10:03:49.497207+00,"Esmerelda is a 4-year-old mixed breed female dog weighing 59 lbs. She is affectionate, playful, and enjoys cuddling. Esmerelda is fully potty-trained and walks beautifully on a leash. She thrives in a home with another large breed dog and loves outdoor space. An experienced adopter would be ideal for her.",Adult (3-7yrs),Medium (25-60lbs),N/A,2026-06-15 08:01:50.581346+00
NYCACC-234762,f17528c872d689e8b2a31143d14f4c6bf89923e751a0bec6bb09081b04b7fb08,Casentino,3 yr,99 lbs,Unknown,Male,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/234762,"Casentino was found as a stray and arrived at the shelter overwhelmed and stressed. He has been in care since August 21, 2025, and has shown steady progress in building confidence and trust.","[""Housebroken"",""Enjoys quiet rest periods"",""Participating in Shelter Scholars program""]",[],[],"[""Thoughtful and sensitive"",""Shows affection with familiar people"",""Engages with treats and toys""]","[""Struggles with stress in new environments"",""Needs time to build confidence""]","[""Adult-only home"",""Patient and structured environment""]","[""Continued positive reinforcement training is beneficial""]",Casentino does not focus on other dogs on walks and generally moves through the environment without fixation.,"He is learning to trust and relax around people, showing a soft greeting style in his kennel.",N/A,N/A,N/A,"[""Casentino is the longest stay dog at Queens ACC"",""He was found as a stray and arrived very overwhelmed and stressed"",""His adoption fee has been sponsored"",""He enjoys gentle attention and even gets wiggly with soft voices and familiar people"",""He is beginning to reveal a more relaxed, affectionate side""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 22:03:09.050937+00,2026-06-15 05:01:16.258594+00,"Casentino is a thoughtful and sensitive dog who has made significant progress since arriving at the shelter. He was found as a stray and initially struggled with stress, but with time and care, he has begun to show his affectionate side. He enjoys gentle attention and is learning to trust people. Casentino is housebroken and will thrive in a patient adult-only home that can provide the structure he needs.",Young (1-3yrs),Large (60+lbs),N/A,2026-06-14 18:57:44.131955+00
NYCACC-229621,eba1992a3c8ebed971cebb9eb867b9e7647098f64a66470af33e3f4ea77417fa,Nipsey,5 yr,65 lbs,Unknown,Male,Animal Care Centers of NYC,"Manhattan, Room: 106 Dog Holding",https://nycacc.app/#/browse/229621,Nipsey was found tied up and alone and is now ready for a fresh start.,"[""Nipsey is a male dog."",""Nipsey weighs 65 lbs."",""Nipsey is 5 years old."",""Nipsey was found tied up and alone.""]","[""On-leash reactivity"",""Potential for becoming overly aroused in social situations""]",[],"[""Social and affectionate"",""Enjoys physical affection"",""Engages well with people""]","[""Pulls moderately on leash"",""Can feel anxious when left alone""]","[""Home that can provide structure and routine"",""Someone who can spend time with him""]","[""Continued work on leash manners is needed."",""Gradual alone-time training will be helpful.""]","Nipsey has shown neutral, appropriate behavior toward other dogs, including calm greetings and the ability to disengage.",Nipsey is recommended for an adult-only home due to on-leash reactivity and potential arousal in social situations.,Nipsey pulls moderately on leash and will benefit from continued work on leash manners.,N/A,N/A,"[""Nipsey was found tied up and alone"",""Nipsey is a social, affectionate boy"",""Nipsey is recommended for an adult-only home due to on-leash reactivity""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 22:03:01.364979+00,2026-06-15 08:33:04.17487+00,"Nipsey is a social and affectionate male dog who enjoys being around people. He has a friendly demeanor and engages well, especially when treats or snuggles are involved. Nipsey would thrive in a home that provides structure and companionship, helping him feel secure. He has shown neutral behavior towards other dogs and may do well with a compatible canine companion. However, he is recommended for an adult-only home due to on-leash reactivity.",Adult (3-7yrs),Large (60+lbs),N/A,2026-06-14 18:57:38.810585+00
PACC-A898717,f1025a3e5dfca0421a3dfee7097e5cd16f45d090168308960883bddc804d21f4,Jet,"2 yr, 2 mo",42 lbs,Pit Bull Terrier Mix,Male,Pima Animal Care Center,Kennel D175,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A898717,"Jet has been at the shelter since April 27, 2026, and is ready for adoption.","[""Jet is a male black brindle Pit Bull Terrier mix."",""He weighs 42 lbs."",""He is approximately 2 years and 2 months old."",""Jet has been at the shelter since April 27, 2026.""]",[],[],"[""Jet is friendly and enthusiastic."",""He is athletic and curious."",""He has quickly learned leash skills.""]",[],"[""Jet would thrive in an active home that enjoys outdoor adventures.""]",[],Jet has been easygoing when meeting other dogs in playgroup.,Jet is excited and friendly when meeting new people.,N/A,N/A,"If you are interested in adopting this pet, visit us during regular business hours or email pacc.adopt@pima.gov for questions regarding the adoption process.","[""I am a male, black brindle Pit Bull Terrier mix."",""I weigh approximately 42.00 lbs."",""The shelter staff think I am about 2 years and 2 months old."",""I have been at the shelter since Apr 27, 2026 and ready for adoption!"",""Jet was excited and ready to go as soon as he saw me at his kennel door, tail wagging a thousand wags per minute!"",""He's excellent at catching treats midair and is an athletic and curious boy.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-08 22:00:58.608491+00,2026-06-15 05:01:35.696225+00,"Jet is a spirited male black brindle Pit Bull Terrier mix who has been at the shelter since April 27, 2026. He is looking for an adventure buddy to join him on fun outings. Jet has shown great enthusiasm and friendliness, especially when meeting new people and other dogs. His volunteers describe him as athletic and curious, and he has quickly learned leash skills since arriving at the shelter. Jet is ready to find his forever home!",Young (1-3yrs),Medium (25-60lbs),Unaltered,2026-06-14 23:06:51.641044+00
NYCACC-252921,adba30de5cab641697b6c8982eaffb66a67a9399492951f0c2a8decad119a6a2,Flo,3 yr,68 lbs,Unknown,Female,Animal Care Centers of NYC,"Queens, Room: 117 - Dog Adoptions B-1",https://nycacc.app/#/browse/252921,Flo was surrendered by her previous owner due to them becoming homeless.,"[""Flo is a female dog."",""Flo is located in Queens."",""Flo is available only through ACC New Hope partners.""]","[""Resource guarding with escalation to snapping."",""Separation anxiety."",""Destructive behavior."",""Partial house training."",""Reactive toward unfamiliar dogs.""]","[""Altered status is unknown.""]","[""Friendly and outgoing with people."",""Social and affectionate once comfortable."",""Playful with familiar dogs.""]","[""Underlying anxiety and becomes easily overwhelmed."",""Struggles to settle in new or high-stimulation environments."",""Handling sensitivity, uncomfortable with restraint and certain touch."",""Reactive to environmental triggers such as loud noises and fast-moving objects.""]","[""Adult-only home recommended."",""Needs consistent structure and supervision."",""Requires reward-based training.""]","[""Slow, controlled introductions to unfamiliar dogs are necessary."",""Not a candidate for dog parks due to low threshold for stress in dog-dog interactions.""]","Flo is playful with familiar dogs but reactive toward unfamiliar dogs, showing hard barking and growling.",Flo is friendly and outgoing with people but displays underlying anxiety.,Flo requires supervision and structure in the home.,N/A,"To adopt or foster, please complete the pre-screener form. Inquiries sent directly to ACC will not receive a response.","[""Flo was surrendered by her previous owner due to them becoming homeless."",""Flo is friendly and outgoing with people but displays underlying anxiety."",""Flo is playful with familiar dogs but reactive toward unfamiliar dogs.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 07:39:54.426098+00,2026-06-15 08:33:13.917451+00,null,Young (1-3yrs),Large (60+lbs),N/A,2026-06-13 22:46:49.929074+00
