animal_id,weight,age,more_info,bio,image_file,image_public_url,record_hash,created_at,updated_at,last_scrape_run_id,raw_data_jsonb,shelter_profile_url,shelter_name,shelter_image_url,city,state,shelter_id,bio_length,name,gender
HHS-20826,null,,,"Item 1 of 5
Turbo
ANIMAL ID
HHTX-A-20826
BREED
Terrier, American Pit Bull
SEX
Male
WEIGHT
69.5 lbs
AGE
2Y/3M/2W
LOCATION
Orange Cabana, O14
INTAKE DATE
2/25/2026
Apply for Adoption
Donate


Turbo is a 1-year-old male mixed-breed dog with a playful personality and a sweet, kind heart. He lives up to his name and loves to run, play, and enjoy life to the fullest.
This happy boy is friendly, fun, and always excited to spend time with people. Whether he’s playing with toys, exploring outside, or just hanging out by your side, Turbo brings joy wherever he goes.",animals/HHS-20826.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/HHS-20826.jpg,2a58f2ecd5593ed6d51a754a751c1a5c5d284830d23d6160b8f426c214ef6f4f,2026-06-12 06:57:10.876791+00,2026-06-15 14:47:15.218905+00,1699,null,https://new.shelterluv.com/embed/animal/HHTX-A-20826,Houston Humane Society,https://new-s3.shelterluv.com/profile-pictures/a060556ea606275f50db06fc0822bcf6/6f5f4c3c5da90837bb248c6e56469772.jpeg,Houston,TX,HHS,562,Turbo,
PACC-A890928,null,The shelter staff think I am about 2 years and 5 months old.,"I have been at the shelter since Jan 19, 2026.
Dwight is a gentle boy who finds the shelter environment a bit overwhelming.  Who wouldn’t?! Despite this though, his sweet personality shines through.  Dwight is friendly, a nice walking companion, and a fun boy to spend time with.  Here’s what one volunteer at the shelter said:
“Dwight is a sweet boy who’s nervous in the loud shelter. He’s easy to leash, not reactive, and walks well on leash. We were hanging out in a yard and he was showing off his tricks. He took treats gently and we cuddled some.”
Dwight would love to find a quiet home where he can decompress and be spoiled by a family of his own.  He shares his kennel with another PACC pup and has been tolerant and independent when meeting other dogs in playgroup.  Ask to meet Dwight today!!","My name is Dwight*.
I am a neutered male, brown and white Labrador Retriever mix.",animals/PACC-A890928.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A890928.jpg,f43ed4fc1a27ab33e64ab3edc6d5514d6290dfc3ece529316b061ab5c1dbba21,2026-06-13 08:47:53.61549+00,2026-06-15 15:07:21.376956+00,1702,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA2/A890928,Pima Animal Care Center,https://24Petconnect.com/image/697626636,Tucson,AZ,PACC,81,Dwight,Neutered Male
PACC-A887915,I weigh approximately 63.20 lbs.,The shelter staff think I am about 2 years and 6 months old.,"I have been at the shelter since Dec 11, 2025 and am ready to go home today!
I am in Kennel D129.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Mariposa*.
I am a spayed female, gray and white Pit Bull Terrier.

Mariposa is the Spanish word for butterfly, symbolizing transformation, change and hope.  We’d love to introduce you to a stunning girl named Mariposa who sure is hopeful that her furever family is waiting in the wings to change her status from “single” to “taken for good”! One of her volunteer friends shared:
“Mariposa is a great walking companion! We had a nice walk around the lake and had an easy return. She did a perfect ‘sit’ in the kennel for her treat.”
Mariposa has been social, tolerant and easygoing when meeting other dogs in playgroup. She’s looking for a family who will give her a little time to decompress from the stress of living in the shelter.  Just like a butterfly emerging from its chrysalis, Mariposa will show her true, beautiful colors! Be a part of a very smart, good girl’s transformation into a beloved family member- come meet lovely Mariposa today!",animals/PACC-A887915.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A887915.jpg,4473e927431262886d30a92675d15a43c3033e45b45b1abec40d50bdee6c3907,2026-04-30 07:00:34.023243+00,2026-06-15 16:06:54.70262+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A887915,Pima Animal Care Center,https://24Petconnect.com/image/697450601,Tucson,AZ,PACC,960,Mariposa,Spayed Female
PACC-A902370,I weigh approximately 15.60 lbs.,The shelter staff think I am about 3 years old.,"I have been at the shelter since Jun 03, 2026 and ready for adoption!
I am in Kennel AD03.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Vaqueta.
I am a female, tricolor Terrier mix.",animals/PACC-A902370.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902370.jpg,3cdd868aae35e1a00bfa62ac8facdc04784f58b592648a4d35030197f3e2b9b3,2026-06-15 08:06:01.420374+00,2026-06-15 18:05:50.629562+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA1/A902370,Pima Animal Care Center,https://24Petconnect.com/image/697850269,Tucson,AZ,PACC,56,Vaqueta,Unaltered Female
PACC-A899370,null,The shelter staff think I am about 9 weeks old.,"I have been at the shelter since May 02, 2026.","My name is Highland*.
I am a neutered male, black and white Pit Bull Terrier mix.",animals/PACC-A899370.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A899370.jpg,c0f37f7871164f9a23a2f8bd9c3976ca0c73e275b9601337cf38c2070fcefffd,2026-06-13 08:48:31.708128+00,2026-06-15 15:07:51.186546+00,1702,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA2/A899370,Pima Animal Care Center,https://24Petconnect.com/image/697561891,Tucson,AZ,PACC,81,Highland,Neutered Male
PACC-A837256,I weigh approximately 69.50 lbs.,The shelter staff think I am about 5 years old.,"I have been at the shelter since Nov 29, 2025 and am ready to go home today!
I am in Kennel D002.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Sky.
I am a spayed female, blue Pit Bull Terrier mix.

Some dogs have a heart of gold that shines so brightly it radiates through their entire being! Sunshine-in-a-bottle Sky is one such pup! Despite spending her days and nights in the shelter, Sky retains her enthusiastic joyfulness, which is evident to everyone she meets!
Sky was found by a member of the public who kept her for two days and stated she is very mellow and loving, likes
attention and pets, and is a cuddlebug and a sweetheart. Here’s what her volunteer friends have said:
“Sky is a sweet girl and her tail is always wagging. Every time I walk by her kennel, she's wiggling her butt with the biggest smile. She is easy to leash and not reactive to other dogs. She loves roughhousing with her kennelmate and it's fun to watch them. She listens well and knows many tricks.”
“Sky is a spunky, chunky land seal! (Look at her sweet face: she looks EXACTLY like a seal!!) She was calm and friendly when I went to her kennel to take her out. In the yard she was snuggalicious and also super playful! I tossed a toy around and she would bounce and bound after it and bring it back to me, engaging in a game of tug. What a cutie!! We had so much fun together. I know she will bring endless joy and laughter into her future home!”
Sky shares her kennel with another PACC pup and would like to meet any resident dogs before heading home to ensure a good fit.
Sky is a girl who is guaranteed to turn your grey skies blue every single day of her life. Could you use a little more sunshine in your life? If so, come meet her today!",animals/PACC-A837256.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A837256.jpg,92ff54dae6158860ade882216ebeb4b3e7f14bba3b9a6e5aa67d70275615bd9a,2026-04-30 05:49:45.967925+00,2026-06-15 18:06:15.772327+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A837256,Pima Animal Care Center,https://24Petconnect.com/image/696535130,Tucson,AZ,PACC,1597,Sky,Spayed Female
NYCACC-255377,40 lbs,1 Year,,"Name: Aries | Native ID: 255377 | Species: Dog | Gender: Male | Location: Staten Island | Room: S - Dog Adoptions | Intake Date: 2026-05-26 | Days in Care: 19 | ACC Feed Updated: 2026-06-14T12:00:48.782041Z | YouTube IDs: a9Wf6WxWM1g | Photo Count: 6 | Bio/Summary: My Boroughbreaker writes: Aries & I had a blast! We ran into so many people and he was extremely friendly and excited. We also ran into 2 dogs that I tried to keep him away from, but failed lol. He was friendly with them and calm!!! If I told him to come or stay, most of the time he responded extremely well. Aries came to the care center as a stray and is now looking for a loving home to call his own. Since arriving, he has been sweet, social, and friendly with staff, enjoying attention and companionship from the people around him. Like many dogs adjusting to a new environment, Aries does appear a bit anxious at times, which is completely understandable given all the recent changes in his life. Despite this, he continues to show a gentle and affectionate personality. With patience, consistency, and a supportive home, Aries will likely continue to build confidence and settle into a routine.",animals/NYCACC-255377.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/NYCACC-255377.jpg,132d6105dca45c88df792c6ff73f53c9b267cdc65dcaaeca77d66721579b06e8,2026-06-06 07:40:48.244559+00,2026-06-14 12:29:43.795754+00,1583,null,https://nycacc.app/#/browse/255377,Animal Care Centers of NYC,https://nycacc.shelterbuddy.com/storage/image/f9a4d008aa9f413bb8165dc0e791cf28-1780228797-1780228833-jpeg/512---n,NYC,NY,NYCACC,1168,Aries,Male
PACC-A888929,I weigh approximately 54.00 lbs.,The shelter staff think I am about 5 years old.,"I have been at the shelter since Dec 24, 2025 and am ready to go home today!
I am in Kennel D024.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Mama Smurf.
I am a spayed female, brown Labrador Retriever mix.

Mama Smurf is a resilient and happy lady who originally arrived at the shelter with her puppies.  She tested positive for canine distemper, so she headed to a foster home where she could receive treatment.  Mama Smurf has a clean bill of health now and is ready to find her forever home! Here’s what her foster said:
“This girl is a morning dog and loves to play fetch and run (and bounce!) around for a while each morning. Then she settles in for a nap. She prefers that her evenings be spent on the couch next to her human or outside on the patio chewing on her tennis ball and watching the sun go down. Mama loves all the toys, but particularly rope toys, balls, and a bone to chew on. She is very treat motivated and is learning commands like a champ. She has “sit” and “down” perfected and is working on “stay”. Mama is house trained and is a joy around the house. She settles down well when left home alone and usually uses that away time to nap some more.”
Mama Smurf would like to meet any resident dogs before heading home to ensure a good fit. Ask to meet Mama Smurf today!!",animals/PACC-A888929.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A888929.jpg,adef760998d5d4f9b9bcfd7703d6528405e1f1567ffa88b4f6a1f7d1edc4b4e8,2026-04-30 07:00:50.043804+00,2026-06-15 16:06:59.421128+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A888929,Pima Animal Care Center,https://24Petconnect.com/image/697458429,Tucson,AZ,PACC,1160,Mama Smurf,Spayed Female
HHS-21914,null,,,"Item 1 of 5
Raven
ANIMAL ID
HHTX-A-21914
BREED
Shepherd
SEX
Male
WEIGHT
73 lbs
AGE
5Y/3M/3W
LOCATION
Green Cabana, G9
INTAKE DATE
6/4/2026
Apply for Adoption
Donate
ATTRIBUTES

Good with Kids
Housetrained
House broken",animals/HHS-21914.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/HHS-21914.jpg,7e554b8adb4ac69dc1e4fd2792f77e499f74f383ca922961cde87b5417405821,2026-06-12 19:34:09.120002+00,2026-06-15 02:05:27.544036+00,1648,null,https://new.shelterluv.com/embed/animal/HHTX-A-21914,Houston Humane Society,https://new-s3.shelterluv.com/profile-pictures/3c3309741033268c1395efe3c81072a0/e051d8dda4fb319441f2362e6c1dbddc.jpeg,Houston,TX,HHS,217,Raven,
HSSA-43091804,64Lbs,"1 Year Old, Adult",,"Doc is a joyful one-year-old Lab mix who brings sunshine wherever he goes. He absolutely loves other dogs and is a natural fit for a playful, social home. Doc is also great with kids and thrives on being part of a family’s everyday adventures. With his friendly personality and boundless enthusiasm, he’s ready to fill a home with laughter and love. This happy boy can't wait to meet his forever family",animals/HSSA-43091804.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/HSSA-43091804.jpg,b619e84421da336845fa93997eec1dedb0ccbd6b746218a3499cc400560daba0,2026-06-13 06:42:11.527024+00,2026-06-15 14:49:46.040821+00,1701,null,https://www.adoptapet.com/pet/43091804,Humane Society of Southern Arizona,"https://media.adoptapet.com/image/upload/d_Fallback-Photo_Dog-v3.png/c_fit,h_523,dpr_2/f_auto,q_auto/1310725280",Tucson,AZ,HSSA,402,Doc,Male
PACC-A902658,I weigh approximately 14.00 lbs.,The shelter staff think I am about 2 years old.,"I have been at the shelter since Jun 10, 2026 and ready for adoption!
I am in Kennel D085.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Cassie*.
I am a female, white and brown Chihuahua - Smooth Coated.",animals/PACC-A902658.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902658.jpg,b4b0cc39d20fcdb109078f9e399ec7126d21d35785b02d06e3dc5c4a70488d6c,2026-06-15 08:06:11.094621+00,2026-06-15 18:06:00.386373+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902658,Pima Animal Care Center,https://24Petconnect.com/image/698012917,Tucson,AZ,PACC,77,Cassie,Unaltered Female
NYCACC-255412,60.6 lbs,4 Years,,Name: Foxxy | Native ID: 255412 | Species: Dog | Gender: Female | Location: Manhattan | Room: Cat Isolation Room #2 | Intake Date: 2026-05-26 | Days in Care: 19 | ACC Feed Updated: 2026-06-14T12:00:48.782041Z | YouTube IDs: hkFC6JID2LI | Photo Count: 4 | Bio/Summary: What my friends at ACC say about me: My history is a mystery and my friends here do not know much about me yet! I would appreciate slow introductions to new people and places to help me feel safe. I would do best in a home with only adult humans. I prefer to call the shots and enjoy coming to you when I'm ready for pets.,animals/NYCACC-255412.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/NYCACC-255412.jpg,a6339c3d1ec3416388002f2adb2a7ff3581b72dbb73dd378e006a15cca3b4ead,2026-06-06 07:40:50.949511+00,2026-06-14 12:29:45.203626+00,1583,null,https://nycacc.app/#/browse/255412,Animal Care Centers of NYC,https://nycacc.shelterbuddy.com/storage/image/95f626a51fde4e0ca90c1b6574113eae-1781391251-1781391260-jpg/512---n,NYC,NY,NYCACC,590,Foxxy,Female
NYCACC-255469,49.8 lbs,2 Years,,"Name: Spike The Great | Native ID: 255469 | Species: Dog | Gender: Male | Location: Manhattan | Room: Dog Isolation Room | Intake Date: 2026-05-27 | Days in Care: 19 | ACC Feed Updated: 2026-06-14T12:00:48.782041Z | YouTube IDs: ohiarxPId7s | Photo Count: 6 | Bio/Summary: I'm available for adoption at ACC's Mobile Adoption Event on Sunday, June 14 from 12PM - 4PM with Assembly Member Rebecca A. Seawright, at Carl Schurz Park, East End Avenue @ East 86 Street. Adoptions are in-person and first come, first served, so make sure to get there early. You can apply for me now, but it will not put me on hold for you. I can't wait to meet you! What my friends at ACC say about me: My history is a mystery and my friends here do not know much about me yet! I would appreciate slow introductions to new people and places to help me feel safe. I will need daily physical activity to keep me healthy and happy!",animals/NYCACC-255469.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/NYCACC-255469.jpg,06bf648472152410b2b8dffc4168e767e5b26f11773e28d60c08d6e2833026af,2026-06-06 07:40:54.793322+00,2026-06-14 12:29:49.070964+00,1583,null,https://nycacc.app/#/browse/255469,Animal Care Centers of NYC,https://nycacc.shelterbuddy.com/storage/image/193b69cb8d1e44f5865702ed8ae9c7bc-1780256304-1780256370-jpeg/512---n,NYC,NY,NYCACC,905,Spike The Great,Male
NYCACC-223905,79 lbs,11 Years,,"Name: Doug | Native ID: 223905 | Species: Dog | Gender: Male | Location: In Foster | Room: Q - In Foster | Intake Date: 2025-04-04 | Days in Care: 436 | ACC Feed Updated: 2026-06-14T17:00:50.223116Z | YouTube IDs: dXQHN7wPD5M | Photo Count: 12 | Bio/Summary: Since I'm a long stay pup, my adoption fee has been reduced! Visit me today to find out my favorite treats and how you can take me home! My foster writes: Doug is curious and enjoys long walk. At home, he loves snuggle, naps and dog tv. He is calm, potty-trained and never barks. He is a sweet boy and a very good company. What my friends at ACC say about me: I am a sweet, social, older gentleman, looking for the perfect forever home! I love getting pets and - you guessed it - snuggles! I'll need daily interaction with you as I get used to my new life. A volunteer writes: If there's one thing we hate to see it's seniors in the shelter. 10 year old Doug deserves all the luxuries that come with a life long lived: warm beds, delicious treats, and naps in the sunshine, amongst many other things. Each time we pass his kennel, Doug is laying on his bed, a humble guy, not too noisy, not too pushy. He's a leisurely walker, a gentle treat taker, and a cuddly boy in an unassuming way. His giant ears may not be as in tune as they have in the past, his gait a little slower, his muzzle a bit whiter. He's walkable by our newest volunteers which means he's a very good and easy boy. Our behavior team has even deemed him adoptable by even novice families. Doug has been mostly aloof and avoidant of other dogs. If there's one thing we love to see, it's seniors leaving the shelter. So come to Queens ACC to meet him today!",animals/NYCACC-223905.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/NYCACC-223905.jpg,37fdfbd8a666480704bcbd0910caaaa40f5f486c488d29f23f4252a28193a97b,2026-06-05 20:27:48.776676+00,2026-06-14 17:03:06.938507+00,1604,null,https://nycacc.app/#/browse/223905,Animal Care Centers of NYC,https://nycacc.shelterbuddy.com/storage/image/292e2bdd570849a5b89d8ab4b99cf089-1744113280-1777823872-jpg/512---n,NYC,NY,NYCACC,1682,Doug,Male
PACC-A900959,I weigh approximately 53.00 lbs.,The shelter staff think I am about 2 years and 1 month old.,"I have been at the shelter since May 21, 2026 and ready for adoption!
I am in Kennel D111.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Delia*.
I am a female, red and white Alaskan Husky mix.",animals/PACC-A900959.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A900959.jpg,c376570944444f5c6ab68af01fb3666d8b5d169424ab06f8c1b8aaf38790518d,2026-06-08 23:57:48.879072+00,2026-06-15 16:07:14.149667+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A900959,Pima Animal Care Center,https://24Petconnect.com/image/697155986,Tucson,AZ,PACC,66,Delia,Unaltered Female
PACC-A898427,null,The shelter staff think I am about 1 year and 2 months old.,"I have been at the shelter since Apr 23, 2026.","My name is Balin*.
I am a neutered male, white and brown Pit Bull Terrier mix.",animals/PACC-A898427.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A898427.jpg,f0aa2c663010cedffc47a6887b302d2d5587a759a979252d56e2032345c9952b,2026-06-13 08:48:15.516266+00,2026-06-15 15:07:41.097922+00,1702,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA2/A898427,Pima Animal Care Center,https://24Petconnect.com/image/696531008,Tucson,AZ,PACC,78,Balin,Neutered Male
PACC-A902682,I weigh approximately 46.00 lbs.,The shelter staff think I am about 1 year old.,"I have been at the shelter since Jun 07, 2026 and ready for adoption!
I am in Kennel D170.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Spotty.
I am a male, white and black Pit Bull Terrier mix.",animals/PACC-A902682.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902682.jpg,44d4942799d62acc1a4953f1e0447c2a0d9054d18637e802dae71f6f1a98bb53,2026-06-09 00:05:54.081878+00,2026-06-15 16:07:28.774128+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902682,Pima Animal Care Center,https://24Petconnect.com/image/697446243,Tucson,AZ,PACC,69,Spotty,Unaltered Male
PACC-A903119,I weigh approximately 49.60 lbs.,The shelter staff think I am about 2 years and 1 month old.,"I have been at the shelter since Jun 12, 2026 and ready for adoption!
I am in Kennel AD05.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Rugar.
I am a male, black and tan German Shepherd Dog mix.",animals/PACC-A903119.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A903119.jpg,d091d6169a30fc40c05e753b60226ecdd91e680b0a737bb007de292ebbf39c1f,2026-06-15 08:06:15.775046+00,2026-06-15 18:06:05.424239+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA1/A903119,Pima Animal Care Center,https://24Petconnect.com/image/697722418,Tucson,AZ,PACC,69,Rugar,Unaltered Male
NYCACC-255483,52 lbs,4 Years,,"Name: Cardinal | Native ID: 255483 | Species: Dog | Gender: Male | Location: Queens | Room: 125 - Dog ISO C | Intake Date: 2026-05-27 | Days in Care: 18 | ACC Feed Updated: 2026-06-14T12:00:48.782041Z | Photo Count: 4 | Bio/Summary: This pet is available only through ACC New Hope partners. To adopt or foster, please complete the pre-screener form below. Inquiries sent directly to ACC will not receive a response. Pre-Screener Form Cardinal came into the care center as a stray; due to this, his behavioral history in a n home environment is unknown. Cardinal has not acclimated well to the kennel environment and has allowed only minimal handling from selective handlers since intake. We recommend placement with a New Hope partner who can provide any necessary behavior modification (force-free, positive reinforcement-based) and re-evaluate behavior in a stable home environment before placement into a permanent home.",animals/NYCACC-255483.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/NYCACC-255483.jpg,36b55f154c18ed8462e116d43fc1e31e6a75b7d828b0cd4334ea58640a6c506e,2026-06-06 14:20:58.008996+00,2026-06-14 12:29:51.80402+00,1583,null,https://nycacc.app/#/browse/255483,Animal Care Centers of NYC,https://nycacc.shelterbuddy.com/storage/image/fde5c9770c8b4042917d2f0862771975-1780837035-1780837049-jpg/512---n,NYC,NY,NYCACC,923,Cardinal,Male
NYCACC-255914,50 lbs,3 Years,,Name: Rocko | Native ID: 255914 | Species: Dog | Gender: Male | Location: Manhattan | Room: PAC - Dog Room | Intake Date: 2026-05-31 | Days in Care: 14 | ACC Feed Updated: 2026-06-14T12:00:48.782041Z | YouTube IDs: zHyKF_dO1F4 | Photo Count: 10 | Bio/Summary: What my friends at ACC say about me: My history is a mystery and my friends here do not know much about me yet! It is unknown if I have ever lived with other animals or children. I am playful and cute! I will need appropriate toys and positive outlets for my energy.,animals/NYCACC-255914.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/NYCACC-255914.jpg,deefbb38e1ecf040c54ac5693e7c231fc778de52de58002f84acde0c41880eaa,2026-06-06 07:43:01.479132+00,2026-06-14 12:30:10.644522+00,1583,null,https://nycacc.app/#/browse/255914,Animal Care Centers of NYC,https://nycacc.shelterbuddy.com/storage/image/f4cfd3b75f6f41d491aeaac8038d1f68-1780784757-1780784772-jpeg/512---n,NYC,NY,NYCACC,526,Rocko,Male
PACC-A901113,I weigh approximately 12.80 lbs.,The shelter staff think I am about 14 weeks old.,"I have been at the shelter since Jun 09, 2026 and ready for adoption!
I am in Kennel D094.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Caramel*.
I am a female, tan Pit Bull Terrier.",animals/PACC-A901113.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A901113.jpg,086f1dac881b2201b8ef2914eb4981c623e8e46b1648b485425b6e03f21a9771,2026-06-14 08:06:28.339398+00,2026-06-15 17:06:38.944277+00,1708,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A901113,Pima Animal Care Center,https://24Petconnect.com/image/697830939,Tucson,AZ,PACC,57,Caramel,Unaltered Female
PACC-A902021,I weigh approximately 48.20 lbs.,The shelter staff think I am about 3 years old.,"I have been at the shelter since May 31, 2026 and ready for adoption!
I am in Kennel D227.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Seneca*.
I am a female, white and black Pit Bull Terrier.",animals/PACC-A902021.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902021.jpg,b6b78962d32eac86b42e5db0c202a9e2c50cb0ac5a79057e356f77aefccbc3f9,2026-06-14 08:06:44.002755+00,2026-06-15 17:06:53.415524+00,1708,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902021,Pima Animal Care Center,https://24Petconnect.com/image/697834425,Tucson,AZ,PACC,68,Seneca,Unaltered Female
PACC-A902719,I weigh approximately 114.00 lbs.,My age is unknown.,"I have been at the shelter since Jun 08, 2026 and am ready to go home today!
I am in Kennel D173.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Rome*.
I am a neutered male, black Mastiff.",animals/PACC-A902719.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902719.jpg,557b0512798828363a2bffa79a059757d8d14de0fc5526d9dc54333a1ac14583,2026-06-14 08:06:58.519504+00,2026-06-15 17:07:07.868721+00,1708,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902719,Pima Animal Care Center,https://24Petconnect.com/image/697957538,Tucson,AZ,PACC,54,Rome,Neutered Male
PACC-A903132,I weigh approximately 26.80 lbs.,The shelter staff think I am about 1 year old.,"I have been at the shelter since Jun 12, 2026 and ready for adoption!
I am in Kennel AD04.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Luna.
I am a female, tricolor German Shepherd Dog mix.",animals/PACC-A903132.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A903132.jpg,d78bd6c110fb7fc716377e29dbb6b5cbd3d894326fda91c14b44cb5a2eabfce8,2026-06-15 08:06:20.795626+00,2026-06-15 18:06:10.791444+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA1/A903132,Pima Animal Care Center,https://24Petconnect.com/image/697736668,Tucson,AZ,PACC,65,Luna,Unaltered Female
